Metaprotein,mp_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number
RS8_LACAC 30S ribosomal protein S8 OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) GN=rpsH PE=3 SV=1,2447,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unassigned,UniRef50_Q5FM77,K02994|
RS8_LACLA 30S ribosomal protein S8 OS=Lactococcus lactis subsp. lactis (strain IL1403) GN=rpsH PE=3 SV=1,2448,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unassigned,UniRef50_A0QSG3,K02994|
RS8_METST 30S ribosomal protein S8 OS=Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3) GN=rps8 PE=3 SV=1,2449,Archaea,unassigned,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,UniRef50_P54041,K02994|
RS8_ORYSJ 40S ribosomal protein S8 OS=Oryza sativa subsp. japonica GN=RPS8 PE=2 SV=2,2450,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,unassigned,unassigned,UniRef50_Q08069,K02995|
RS8_PARD8 30S ribosomal protein S8 OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=rpsH PE=3 SV=1,2451,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9ZAE5,K02994|
RS8_PORGI 30S ribosomal protein S8 OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) GN=rpsH PE=3 SV=1,2452,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,UniRef50_Q5E8A0,K02994|
RS8_PRUAR 40S ribosomal protein S8 OS=Prunus armeniaca GN=RPS8 PE=2 SV=1,2453,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9FIF3,|K02995|
RS8_SPOFR 40S ribosomal protein S8 OS=Spodoptera frugiperda GN=RpS8 PE=2 SV=1,2454,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera frugiperda,UniRef50_Q9P7B2,|
RS8_SULMW 30S ribosomal protein S8 OS=Sulcia muelleri (strain GWSS) GN=rpsH PE=3 SV=1,2455,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,unassigned,Candidatus Sulcia,Candidatus Sulcia muelleri,UniRef50_A1T0C8,K02994|
RS8_SYNP2 30S ribosomal protein S8 OS=Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) GN=rpsH PE=3 SV=1,2456,Bacteria,unassigned,Cyanobacteria,unassigned,Chroococcales,unassigned,Synechococcus,Synechococcus sp. PCC 7002,UniRef50_P49496,K02994|
RS8_THET2 30S ribosomal protein S8 OS=Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) GN=rpsH PE=1 SV=1,2457,Bacteria,unassigned,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,UniRef50_P62668,K02994|
RS8_XENLA 40S ribosomal protein S8 OS=Xenopus laevis GN=rps8 PE=2 SV=3,2458,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P62241,K02995|
RS9_AGARV 30S ribosomal protein S9 OS=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) GN=rpsI PE=3 SV=1,2459,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P21470,K02996|
RS9_BACTN 30S ribosomal protein S9 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=rpsI PE=3 SV=1,2460,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unassigned,UniRef50_Q8A0Z5,K02996|
RS9_BACV8 30S ribosomal protein S9 OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=rpsI PE=3 SV=1,2461,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,UniRef50_P44388,K02996|
RS9_BIFLS 30S ribosomal protein S9 OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) GN=rpsI PE=3 SV=1,2462,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,UniRef50_Q53875,K02996|
RS9_STRA1 30S ribosomal protein S9 OS=Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700) GN=rpsI PE=3 SV=1,2463,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,UniRef50_P66648,K02996|
RS9_THET2 30S ribosomal protein S9 OS=Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) GN=rpsI PE=1 SV=1,2464,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P80374,K02996|
RSMG_NOCSJ Ribosomal RNA small subunit methyltransferase G OS=Nocardioides sp. (strain ATCC BAA-499 / JS614) GN=rsmG PE=3 SV=1,2465,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,UniRef50_O54571,K03501|
RSMG_PSEU5 Ribosomal RNA small subunit methyltransferase G OS=Pseudomonas stutzeri (strain A1501) GN=rsmG PE=3 SV=1,2466,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,UniRef50_A4VS72,K03501|
RSMH_DESAH Ribosomal RNA small subunit methyltransferase H OS=Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2) GN=rsmH PE=3 SV=1,2467,Bacteria,unassigned,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,Desulfobacterium autotrophicum,UniRef50_A8ZXX1,K03438|
RTC5_ASPFN Restriction of telomere capping protein 5 OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167) GN=rtc5 PE=3 SV=1,2468,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus flavus,UniRef50_B8MJJ8,|
"RUB1_BRANA RuBisCO large subunit-binding protein subunit alpha, chloroplastic (Fragment) OS=Brassica napus PE=2 SV=2",2469,Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P21238,|
RUB2_ARATH Ubiquitin-NEDD8-like protein RUB2 OS=Arabidopsis thaliana GN=RUB2 PE=2 SV=3,2470,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9SHE7,K12158|
RUVA_JANMA Holliday junction ATP-dependent DNA helicase RuvA OS=Janthinobacterium sp. (strain Marseille) GN=ruvA PE=3 SV=1,2471,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unassigned,unassigned,UniRef50_Q6LT49,K03550|
ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2,2472,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P19823,K19015|
"K1C20_HUMAN Keratin, type I cytoskeletal 20 OS=Homo sapiens GN=KRT20 PE=1 SV=1",2473,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P35900,K07604|
S10A6_MOUSE Protein S100-A6 OS=Mus musculus GN=S100a6 PE=1 SV=3,2474,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_P14069,|
S10A6_PIG Protein S100-A6 OS=Sus scrofa GN=S100A6 PE=3 SV=1,2475,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P06703,|
S10A7_HORSE Protein S100-A7 OS=Equus caballus GN=s100A7 PE=3 SV=1,2476,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,UniRef50_Q28050,|
KDIS_HUMAN Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 PE=1 SV=3,2477,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9EQG6,K12460|
S10A8_BOVIN Protein S100-A8 OS=Bos taurus GN=S100A8 PE=1 SV=2,2478,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P27005,|
LEG1H_HUMAN Protein LEG1 homolog OS=Homo sapiens GN=LEG1 PE=1 SV=2,2479,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q6P5S2,|
MUC12_HUMAN Mucin-12 OS=Homo sapiens GN=MUC12 PE=1 SV=2,2480,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9UKN1,|
S10AB_RABIT Protein S100-A11 OS=Oryctolagus cuniculus GN=S100A11 PE=1 SV=2,2481,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P31949,|
"PFKAM_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2",2482,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P08237,K00850|
S26A3_HUMAN Chloride anion exchanger OS=Homo sapiens GN=SLC26A3 PE=1 SV=1,2483,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P40879,K14078|
S35A2_CANLF UDP-galactose translocator OS=Canis lupus familiaris GN=SLC35A2 PE=2 SV=2,2484,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,UniRef50_P78381,K15272|
SAHH_ACISJ Adenosylhomocysteinase OS=Acidovorax sp. (strain JS42) GN=ahcY PE=3 SV=1,2485,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,UniRef50_P50250,K01251|
SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3,2486,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_P23526,K01251|
SAHH_NICSY Adenosylhomocysteinase OS=Nicotiana sylvestris GN=SAHH PE=2 SV=1,2487,Eukaryota,Viridiplantae,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_O23255,|
SAHH_SPHAL Adenosylhomocysteinase OS=Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) GN=ahcY PE=3 SV=1,2488,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P28183,K01251|
SAHH_YEAST Adenosylhomocysteinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAH1 PE=1 SV=1,2489,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P39954,K01251|
SAHHB_XENLA Adenosylhomocysteinase B OS=Xenopus laevis GN=ahcy-b PE=2 SV=1,2490,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,UniRef50_P10819,K01251|
SAMP_HUMAN Serum amyloid P-component OS=Homo sapiens GN=APCS PE=1 SV=2,2491,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02743,|
PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens GN=PLSCR1 PE=1 SV=1,2492,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O15162,|
R51A2_HUMAN RAD51-associated protein 2 OS=Homo sapiens GN=RAD51AP2 PE=1 SV=1,2493,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q09MP3,|
SLC31_HUMAN Neutral and basic amino acid transport protein rBAT OS=Homo sapiens GN=SLC3A1 PE=1 SV=2,2494,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q07837,K14210|
SBP1_DANRE Selenium-binding protein 1 OS=Danio rerio GN=selenbp1 PE=2 SV=1,2495,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6PHD9,K17285|
SBP1_RAT Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,2496,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q13228,K17285|
SBP2_MOUSE Selenium-binding protein 2 OS=Mus musculus GN=Selenbp2 PE=1 SV=2,2497,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P17563,K17285|
SC6A2_BOVIN Sodium-dependent noradrenaline transporter OS=Bos taurus GN=SLC6A2 PE=2 SV=1,2498,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P23975,K05035|
SCP_CHIOP Sarcoplasmic calcium-binding protein (Fragment) OS=Chionoecetes opilio PE=1 SV=1,2499,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,EMPTY,|
SDCB1_HUMAN Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1,2500,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O00560,K17254|
"SDHA_DICDI Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Dictyostelium discoideum GN=sdhA PE=3 SV=1",2501,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6ZDY8,K00234|
"SDHA_MESAU Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment) OS=Mesocricetus auratus GN=SDHA PE=1 SV=1",2502,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9YHT1,K00234|
"SDHA_MOUSE Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1",2503,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P31040,K00234|
SDHA_SALTY Succinate dehydrogenase flavoprotein subunit OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=sdhA PE=3 SV=1,2504,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8ZQU3,K00239|
"SDHA_SCHPO Probable succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=sdh1 PE=2 SV=1",2505,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q00711,K00234|
"SDHAA_XENLA Succinate dehydrogenase [ubiquinone] flavoprotein subunit A, mitochondrial OS=Xenopus laevis GN=sdha-a PE=2 SV=1",2506,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q94523,K00234|
SDK2_MOUSE Protein sidekick-2 OS=Mus musculus GN=Sdk2 PE=1 SV=1,2507,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q6V4S5,K16353|
SEC31_LODEL Protein transport protein SEC31 OS=Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) GN=SEC31 PE=3 SV=1,2508,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,UniRef50_A5DTX3,K14005|
SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1,2509,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P07560,K07901|
SECA_BACTN Protein translocase subunit SecA OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=secA PE=3 SV=1,2510,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unassigned,UniRef50_Q89ZL5,K03070|
SECA_CHLT3 Protein translocase subunit SecA OS=Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN=secA PE=3 SV=1,2511,Bacteria,unassigned,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,unassigned,unassigned,UniRef50_Q8KD18,K03070|
SECA_DESPS Protein translocase subunit SecA OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) GN=secA PE=3 SV=1,2512,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P28366,K03070|
SECA_GRAFK Protein translocase subunit SecA OS=Gramella forsetii (strain KT0803) GN=secA PE=3 SV=1,2513,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unassigned,unassigned,UniRef50_A0LYR8,K03070|
SECA_PARL1 Protein translocase subunit SecA OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) GN=secA PE=3 SV=2,2514,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Parvibaculum,Parvibaculum lavamentivorans,UniRef50_P43803,K03070|
SECA_STRGR Protein translocase subunit SecA OS=Streptomyces griseus GN=secA PE=1 SV=2,2515,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus,UniRef50_P71533,|
SECA_STRSY Protein translocase subunit SecA OS=Streptococcus suis (strain 05ZYH33) GN=secA PE=3 SV=1,2516,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,UniRef50_Q8DNT8,K03070|
SECA_TREPA Protein translocase subunit SecA OS=Treponema pallidum (strain Nichols) GN=secA PE=3 SV=1,2517,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pallidum subsp. pallidum str. Nichols,UniRef50_O07497,K03070|
SECA_UNCTG Protein translocase subunit SecA OS=Uncultured termite group 1 bacterium phylotype Rs-D17 GN=secA PE=3 SV=1,2518,Bacteria,unassigned,Elusimicrobia,unassigned,unassigned,unassigned,unassigned,uncultured Termite group 1 bacterium,UniRef50_B2KAS3,K03070|
SECA_WOLTR Protein translocase subunit SecA OS=Wolbachia sp. subsp. Brugia malayi (strain TRS) GN=secA PE=3 SV=2,2519,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P52966,K03070|
SECA1_MAGMM Protein translocase subunit SecA 1 OS=Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1) GN=secA1 PE=3 SV=1,2520,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,UniRef50_A9GI17,K03070|
SECB_ERWT9 Protein-export protein SecB OS=Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99) GN=secB PE=3 SV=1,2521,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,UniRef50_Q6LVL0,K03071|
SECB_SHIDS Protein-export protein SecB OS=Shigella dysenteriae serotype 1 (strain Sd197) GN=secB PE=3 SV=1,2522,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8KRM2,K03071|
SECD_MAGMM Protein translocase subunit SecD OS=Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1) GN=secD PE=3 SV=1,2523,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,UniRef50_A0LCK9,K03072|
SERC_FLAJ1 Phosphoserine aminotransferase OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) GN=serC PE=3 SV=1,2524,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,UniRef50_A5FH28,K00831|
SERC_PARD8 Phosphoserine aminotransferase OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=serC PE=3 SV=1,2525,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_Q8A8L4,K00831|
SERC_SODGM Phosphoserine aminotransferase OS=Sodalis glossinidius (strain morsitans) GN=serC PE=3 SV=1,2526,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,Sodalis glossinidius,UniRef50_Q8XEA7,K00831|
SET14_CAEEL SET domain-containing protein 14 OS=Caenorhabditis elegans GN=set-14 PE=3 SV=2,2527,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q09415,K11426|
SIAE_HUMAN Sialate O-acetylesterase OS=Homo sapiens GN=SIAE PE=1 SV=1,2528,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_Q9HAT2,K05970|
SIGA_CLOAB RNA polymerase sigma factor SigA OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=sigA PE=3 SV=1,2529,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium acetobutylicum,UniRef50_Q04506,K03086|
SKI2_ARATH DExH-box ATP-dependent RNA helicase DExH11 OS=Arabidopsis thaliana GN=SKI2 PE=1 SV=1,2530,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_F4JAA5,K12599|
SKP_SHISS Chaperone protein Skp OS=Shigella sonnei (strain Ss046) GN=skp PE=3 SV=1,2531,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,unassigned,UniRef50_P0AEU9,K06142|
SLAP_LACHE S-layer protein OS=Lactobacillus helveticus GN=slpH PE=1 SV=2,2532,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unassigned,UniRef50_P38059,|
SLAPO_BREBN Outer cell wall protein OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=BBR47_54150 PE=1 SV=1,2533,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis,UniRef50_P09333,|
T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2,2534,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P35269,K03138|
SLYD_SHIFL FKBP-type peptidyl-prolyl cis-trans isomerase SlyD OS=Shigella flexneri GN=slyD PE=3 SV=1,2535,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri,UniRef50_Q9KNX6,K03775|
SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2,2536,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q3TKT4,K11647|
SNX41_CRYNB Sorting nexin-41 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) GN=SNX41 PE=3 SV=1,2537,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,Cryptococcus neoformans,UniRef50_P0CR64,|
SODC_MACFU Superoxide dismutase [Cu-Zn] OS=Macaca fuscata fuscata GN=SOD1 PE=2 SV=3,2538,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,unassigned,UniRef50_P08228,|
SODC_PIG Superoxide dismutase [Cu-Zn] OS=Sus scrofa GN=SOD1 PE=1 SV=2,2539,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Suidae,Sus,Sus scrofa,UniRef50_P04178,K04565|
SODC_SAPAP Superoxide dismutase [Cu-Zn] OS=Sapajus apella GN=SOD1 PE=2 SV=3,2540,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P00441,|K04565|
SODF_BACFR Superoxide dismutase [Fe] OS=Bacteroides fragilis (strain YCH46) GN=sodB PE=3 SV=2,2541,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,UniRef50_P53638,K04564|
SODF_SHIFL Superoxide dismutase [Fe] OS=Shigella flexneri GN=sodB PE=3 SV=2,2542,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_O15905,K04564|
"SODM_HORSE Superoxide dismutase [Mn], mitochondrial OS=Equus caballus GN=SOD2 PE=2 SV=1",2543,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P09671,K04564|
SODM_LACLA Superoxide dismutase [Mn] OS=Lactococcus lactis subsp. lactis (strain IL1403) GN=sodA PE=3 SV=1,2544,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis Il1403,UniRef50_O30826,K04564|
